ingredient_id,name,category
773,青蔥(切段),蔬菜類
774,里肌肉片,豆魚蛋肉類
775,烤肉醬,調味料及香辛料類
776,美生菜,蔬菜類
777,美奶滋,加工調理食品及其他類
778,冰淇淋,未分類
779,杏胞菇,蔬菜類
780,萵苣,蔬菜類
781,麥片,全榖雜糧類
782,里肌,豆魚蛋肉類
783,紫薯,蔬菜類
784,紅甜椒,蔬菜類
785,里肌豬肉片,豆魚蛋肉類
786,黃甜椒,蔬菜類
787,素蠔油,調味料及香辛料類
788,八穀米,全榖雜糧類
789,芋頭(去皮),全榖雜糧類
790,紅蔥酥,蔬菜類
791,米酒(浸泡蝦米用),豆魚蛋肉類
792,綠竹筍,蔬菜類
793,橘子,蔬菜類
794,雞蛋(1顆),豆魚蛋肉類
795,萊姆酒,水果類
796,栗子南瓜,蔬菜類
797,香菇絲,蔬菜類
798,魚片,豆魚蛋肉類
799,清湯,未分類
800,蒟蒻麵,全榖雜糧類
801,豆皮壽司,加工調理食品及其他類
802,和風醬,調味料及香辛料類
803,鮮筍,加工調理食品及其他類
804,紅石榴,水果類
805,甜⽟⽶粒,蔬菜類
806,⽟⽶醬,調味料及香辛料類
807,荷蘭芹碎,蔬菜類
808,各式鮮蔬⽔果,水果類
809,⽩胡椒,調味料及香辛料類
810,黑咖啡,油脂與堅果種子類
811,全麥厚片吐司,全榖雜糧類
812,綠豆仁,豆魚蛋肉類
813,牛乳,水果類
814,櫻桃鴨胸肉,豆魚蛋肉類
815,市售餅皮,豆魚蛋肉類
816,甜麵醬,調味料及香辛料類
817,紅黃甜椒,調味料及香辛料類
818,蒜苗,調味料及香辛料類
819,蚵仔,蔬菜類
820,辣椒醬,調味料及香辛料類
821,味琳,加工調理食品及其他類
822,超級蛋糕粉(低筋麵粉可代替),全榖雜糧類
823,火鍋豬肉片,豆魚蛋肉類
824,大阪燒的專用醬,調味料及香辛料類
825,柳丁,水果類
826,韓式年糕,加工調理食品及其他類
827,去皮芋頭,全榖雜糧類
828,蒜頭切末,調味料及香辛料類
829,韓國清酒,未分類
830,韓國辣椒醬,調味料及香辛料類
831,白細砂糖,調味料及香辛料類
832,阿薩姆紅茶,加工調理食品及其他類
833,決明子,未分類
834,麥茶,全榖雜糧類
835,米血,全榖雜糧類
836,"雞胗,雞心,雞肝",豆魚蛋肉類
837,豬小腸,豆魚蛋肉類
838,綠花椰菜,蔬菜類
839,"酸菜,蔥末",加工調理食品及其他類
840,滷包,未分類
841,臭豆腐,加工調理食品及其他類
842,市售韓式辣味醬,調味料及香辛料類
843,日式玄米茶,加工調理食品及其他類
844,烤鴨肉,豆魚蛋肉類
845,鹹菜,蔬菜類
846,原味玉米脆片,全榖雜糧類
847,牛梅花牛排,調味料及香辛料類
848,黃豆芽,蔬菜類
849,粗粒黑胡椒粉,調味料及香辛料類
850,豬梅花炒肉絲,蔬菜類
851,蒸煮麵,加工調理食品及其他類
852,市售洛神茶花飲,蔬菜類
853,雪碧,豆魚蛋肉類
854,檸檬片,水果類
855,牛小排火鍋片,豆魚蛋肉類
856,竹籤,水果類
857,市售蒜香粉,加工調理食品及其他類
858,紅茶,全榖雜糧類
859,果糖,糖類
860,白菜,蔬菜類
861,山海醬,調味料及香辛料類
862,甜辣醬,調味料及香辛料類
863,里肌豬肉火鍋片,豆魚蛋肉類
864,冷凍蔬菜,蔬菜類
865,菊花,蔬菜類
866,沸水沖泡,未分類
867,雞蛋麵,加工調理食品及其他類
868,豬肝,豆魚蛋肉類
869,蝦子,豆魚蛋肉類
870,咖哩粉,調味料及香辛料類
871,無糖花生醬4湯匙,調味料及香辛料類
872,紅燒鰻,豆魚蛋肉類
873,大白菜,蔬菜類
874,香菇乾,蔬菜類
875,瘦肉,豆魚蛋肉類
876,麻油,油脂與堅果種子類
877,麵包,蔬菜類
878,火腿片,加工調理食品及其他類
879,紅茶包,未分類
880,排骨,調味料及香辛料類
881,藥材包,未分類
882,熟白芝麻,油脂與堅果種子類
883,豆腐乳,加工調理食品及其他類
884,白砂糖,糖類
885,蒜頭2瓣,調味料及香辛料類
886,花生粉,油脂與堅果種子類
887,油麵,加工調理食品及其他類
888,榨菜,加工調理食品及其他類
889,醬油(醃肉絲用),調味料及香辛料類
890,白砂糖(醃肉絲用),糖類
891,蒜頭(醃肉絲用),調味料及香辛料類
892,白胡椒粉(醃肉絲用),調味料及香辛料類
893,白砂糖(炒榨菜用),加工調理食品及其他類
894,小黃瓜1條,蔬菜類
895,鹽(小黃瓜殺青用),蔬菜類
896,辣油,油脂與堅果種子類
897,青草茶包,未分類
898,豬大骨,調味料及香辛料類
899,滷好的大腸2條,豆魚蛋肉類
900,紅麵線,加工調理食品及其他類
901,沙拉油,油脂與堅果種子類
902,蒜頭酥,調味料及香辛料類
903,新鮮蒜末,未分類
904,熬好的豬骨高湯,豆魚蛋肉類
905,鹽(調味用),加工調理食品及其他類
906,白砂糖(調味用),糖類
907,白胡椒粉(調味用),調味料及香辛料類
908,醬油(調味用),調味料及香辛料類
909,太白粉(勾芡用),加工調理食品及其他類
910,水(勾芡用),未分類
911,沸水,未分類
912,葡萄籽油(用於塗麵皮),油脂與堅果種子類
913,油(用於油炸),油脂與堅果種子類
914,木瓜,水果類
915,白開水,未分類
916,白花椰,蔬菜類
917,磨菇,蔬菜類
918,起司粉,加工調理食品及其他類
919,昆布湯,未分類
920,蓮藕,全榖雜糧類
921,水梨,水果類
922,山藥,全榖雜糧類
923,熟薏仁,全榖雜糧類
924,黑米,全榖雜糧類
925,豬五花肉片,豆魚蛋肉類
926,碗豆苗,蔬菜類
927,鰹魚粉,調味料及香辛料類
928,黃/紅椒丁,蔬菜類
929,里肌肉絲,豆魚蛋肉類
930,黑木耳絲,蔬菜類
931,韭黃段,未分類
932,油黃麵,油脂與堅果種子類
933,炒好黑豆,加工調理食品及其他類
934,土司,豆魚蛋肉類
935,菊苣,蔬菜類
936,黑芝麻粒,油脂與堅果種子類
937,亞麻籽油,油脂與堅果種子類
938,全脂牛奶,乳品類
939,茄子2條,蔬菜類
940,蒜頭3大瓣,調味料及香辛料類
941,九層塔1小把,蔬菜類
942,辣椒（可省略）,調味料及香辛料類
943,紫米,加工調理食品及其他類
944,乾燥紫菜,蔬菜類
945,嫩薑絲1小撮,蔬菜類
946,水梨1小顆,水果類
947,螺旋麵,加工調理食品及其他類
948,紫甘藍,蔬菜類
949,牛蕃茄1個,蔬菜類
950,新鮮檸檬汁,水果類
951,新鮮柳橙汁,水果類
952,蒜泥（約2大瓣）,豆魚蛋肉類
953,蒸熟的芋頭,全榖雜糧類
954,葡萄,調味料及香辛料類
955,蘋果1個,水果類
956,新鮮藍莓,水果類
957,蝶豆花(乾燥),加工調理食品及其他類
958,吉利丁粉(沖泡式),未分類
959,霜降牛排,調味料及香辛料類
960,自製藍莓醬,調味料及香辛料類
961,馬鈴薯泥,全榖雜糧類
962,紅蘿蔔(熟),油脂與堅果種子類
963,蘆筍(熟),油脂與堅果種子類
964,鯛魚排,豆魚蛋肉類
965,玉米粒(罐頭),加工調理食品及其他類
966,義大利螺旋麵,調味料及香辛料類
967,豬肉火鍋片,豆魚蛋肉類
968,紅蘿蔔片,加工調理食品及其他類
969,火鍋豆腐,加工調理食品及其他類
970,乾燥海帶芽,蔬菜類
971,蒔蘿,蔬菜類
972,巴西里葉,蔬菜類
973,橘子汁,水果類
974,奇亞子,油脂與堅果種子類
975,杏仁片,加工調理食品及其他類
976,薑汁,蔬菜類
977,masala醬,調味料及香辛料類
978,蕃茄罐頭,加工調理食品及其他類
979,印度米,豆魚蛋肉類
980,水（米用）,加工調理食品及其他類
981,鮪魚罐頭,豆魚蛋肉類
982,巴西里葉碎,蔬菜類
983,柳橙,水果類
984,原味低脂優格,乳品類
985,甜椒可麗餅,未分類
986,核桃,油脂與堅果種子類
987,南瓜子,加工調理食品及其他類
988,蜂蜜芥末醬,調味料及香辛料類
989,全麥麵粉,全榖雜糧類
990,人參鬚,蔬菜類
991,當歸,未分類
992,枸杞,蔬菜類
993,生薑,豆魚蛋肉類
994,"米酒,鹽巴",未分類
995,紅藜麥,全榖雜糧類
996,梅子醬,加工調理食品及其他類
997,杜仲,未分類
998,各式菇類,蔬菜類
999,各式蔬菜,蔬菜類
1000,蛤利,豆魚蛋肉類
1001,蜜黑豆,蔬菜類
1002,貝果,豆魚蛋肉類
1003,水波蛋,豆魚蛋肉類
1004,芥末醬,調味料及香辛料類
1005,洋蔥末,蔬菜類
1006,香菜末,調味料及香辛料類
1007,"鹽巴,香油,白胡椒粉",調味料及香辛料類
1008,芭樂,水果類
1009,葡萄乾,水果類
1010,素肉醬,加工調理食品及其他類
1011,豆腐丁,加工調理食品及其他類
1012,涼拌蓮藕片,全榖雜糧類
1013,涼拌花椰菜,蔬菜類
1014,"紅蘿蔔絲,小黃瓜絲,蛋皮絲",加工調理食品及其他類
1015,腰果,加工調理食品及其他類
1016,原味薏仁粉,全榖雜糧類
1017,"小豆苗,苜蓿芽",蔬菜類
1018,碎核桃,油脂與堅果種子類
1019,新鮮水果丁,水果類
1020,無糖優格醬,調味料及香辛料類
1021,義大利麵－天使細麵,蔬菜類
1022,黃椒,豆魚蛋肉類
1023,黃椒丁,未分類
1024,紅椒丁,蔬菜類
1025,青豆仁,豆魚蛋肉類
1026,義大利香料,蔬菜類
1027,法國長棍麵包,蔬菜類
1028,綜合生菜葉,蔬菜類
1029,義大利白醋,蔬菜類
1030,巿售優格,乳品類
1031,柚子,調味料及香辛料類
1032,奇異果片,水果類
1033,洋菇,蔬菜類
1034,葡萄籽油,油脂與堅果種子類
1035,巴薩米克醋,調味料及香辛料類
1036,南瓜(熟),油脂與堅果種子類
1037,洋蔥(半顆),蔬菜類
1038,隔夜糙米飯,全榖雜糧類
1039,雞絞肉,豆魚蛋肉類
1040,杏鮑菇末,蔬菜類
1041,各式水果丁,水果類
1042,各式新鮮蔬菜,蔬菜類
1043,"鹽巴,黑胡椒粉",調味料及香辛料類
1044,後腿絞肉,豆魚蛋肉類
1045,碗豆,豆魚蛋肉類
1046,紅黎米(2匙),豆魚蛋肉類
1047,白米(1匙),全榖雜糧類
1048,米線,全榖雜糧類
1049,聖女番茄,蔬菜類
1050,優酪乳,加工調理食品及其他類
1051,餐包,未分類
1052,牛番茄(半顆),蔬菜類
1053,甜玉米(熟),全榖雜糧類
1054,市售和風柚子醬,調味料及香辛料類
1055,沙拉醬,調味料及香辛料類
1056,草蝦仁,豆魚蛋肉類
1057,五穀米(熟),全榖雜糧類
1058,九層塔、香菜葉,蔬菜類
1059,白醬油,調味料及香辛料類
1060,九層塔（或羅勒）,蔬菜類
1061,莫札瑞拉乳酪絲,蔬菜類
1062,鮮鮭魚,豆魚蛋肉類
1063,白酒,加工調理食品及其他類
1064,黃檸檬(皮),水果類
1065,帕馬森起士粉,加工調理食品及其他類
1066,菠菜葉,蔬菜類
1067,紫菜(大張),蔬菜類
1068,酒,加工調理食品及其他類
1069,糙米紅藜麥飯,全榖雜糧類
1070,涼拌川耳,蔬菜類
1071,紅蘿蔔炒蛋,加工調理食品及其他類
1072,味噌鮮魚湯,調味料及香辛料類
1073,舞菇,蔬菜類
1074,"鹽巴,白胡椒粉",調味料及香辛料類
1075,無籽紅葡萄,水果類
1076,香蕉（中型）,水果類
1077,無鹽杏仁果,油脂與堅果種子類
1078,黃櫛瓜,蔬菜類
1079,迷迭香香料,調味料及香辛料類
1080,雞胸,豆魚蛋肉類
1081,黃節瓜,蔬菜類
1082,豌豆苗,蔬菜類
1083,茴香,蔬菜類
1084,時蘿籽,未分類
1085,薑黃粉,調味料及香辛料類
1086,羊肉片,豆魚蛋肉類
1087,加里粉,加工調理食品及其他類
1088,印度香米,豆魚蛋肉類
1089,希臘優格,乳品類
1090,斯里蘭卡茶葉,未分類
1091,豆漿(牛奶),加工調理食品及其他類
1092,海苔粉,調味料及香辛料類
1093,水果丁,全榖雜糧類
1094,蘋果（小）,豆魚蛋肉類
1095,無鹽腰果,油脂與堅果種子類
1096,蔓越莓乾,水果類
1097,凱撒沙拉醬,調味料及香辛料類
1098,羅蔓生菜,蔬菜類
1099,巧巴達麵包,蔬菜類
1100,綠櫛瓜,蔬菜類
1101,九層塔葉,蔬菜類
1102,莫扎瑞拉乳酪2片,乳品類
1103,巴薩米醋,調味料及香辛料類
1104,鮮魚片,豆魚蛋肉類
1105,西班牙香料粉,加工調理食品及其他類
1106,新鮮羅勒葉,調味料及香辛料類
1107,水或高湯,調味料及香辛料類
1108,現磨胡椒,調味料及香辛料類
1109,新鮮水果,水果類
1110,乾燥羅勒葉,調味料及香辛料類
1111,有鹽奶油,油脂與堅果種子類
1112,隔夜的法國麵包,蔬菜類
1113,堅果,加工調理食品及其他類
1114,温水,未分類
1115,紅蘿蔔塊,加工調理食品及其他類
1116,五穀米（熟）,全榖雜糧類
1117,綠咖哩醬,調味料及香辛料類
1118,蘋果(小),豆魚蛋肉類
1119,罐頭鳳梨,加工調理食品及其他類
1120,＜調味料＞,加工調理食品及其他類
1121,全蛋3個,豆魚蛋肉類
1122,約120ml容量布丁杯,未分類
1123,米粉,加工調理食品及其他類
1124,蒜頭碎,調味料及香辛料類
1125,工研白醋,調味料及香辛料類
1126,米霖,全榖雜糧類
1127,巧克力,乳品類
1128,蒜,調味料及香辛料類
1129,青椒、黃椒,蔬菜類
1130,鹽巴、胡椒,加工調理食品及其他類
1131,無鋁泡打粉,加工調理食品及其他類
1132,乳酪,調味料及香辛料類
1133,鮮乳,乳品類
1134,羅望子,豆魚蛋肉類
1135,食鹽,調味料及香辛料類
1136,味醂(可不放),調味料及香辛料類
1137,拍碎的青蔥段,蔬菜類
1138,豆乾,油脂與堅果種子類
1139,黃金亞麻子粉,調味料及香辛料類
1140,洋車前子粉,調味料及香辛料類
1141,酪梨油（或其他油）,油脂與堅果種子類
1142,250g無糖吐司模,全榖雜糧類
1143,梅子,加工調理食品及其他類
1144,糖（照自己喜好）,調味料及香辛料類
1145,融化奶油,油脂與堅果種子類
1146,冬瓜,蔬菜類
1147,好勁道月見雞蛋麵,加工調理食品及其他類
1148,乾燥香菇,蔬菜類
1149,豌豆(汆燙過),豆魚蛋肉類
1150,鹽巴&黑胡椒,加工調理食品及其他類
1151,去皮馬鈴薯,全榖雜糧類
1152,船型糯米殼,全榖雜糧類
1153,動物性鮮奶油,油脂與堅果種子類
1154,常溫牛奶,水果類
1155,速發乾酵母,調味料及香辛料類
1156,軟化的無鹽奶油,油脂與堅果種子類
1157,馬鈴薯,全榖雜糧類
1158,牛奶（烘烤之前塗）,水果類
1159,融化無鹽奶油（烘烤之後塗）,油脂與堅果種子類
1160,歐芹碎（表面裝飾）,未分類
1161,松板豬,豆魚蛋肉類
1162,泰式甜辣醬,調味料及香辛料類
1163,是拉差辣醬,調味料及香辛料類
1164,泰國綠圓茄（紫茄可）,蔬菜類
1165,椰漿1罐,調味料及香辛料類
1166,小番茄（可不加）,蔬菜類
1167,棕櫚糖（二砂可）,糖類
1168,無骨雞腿排,蔬菜類
1169,奶酪芝士片,乳品類
1170,絞肉,豆魚蛋肉類
1171,大茂黑瓜(小罐),加工調理食品及其他類
1172,大茂黑瓜湯汁,未分類
1173,葵花子油,油脂與堅果種子類
1174,75%巧克力,乳品類
1175,藍莓乾,加工調理食品及其他類
1176,花生,油脂與堅果種子類
1177,乾辣椒,加工調理食品及其他類
1178,老抽,蔬菜類
1179,老干媽,未分類
1180,乾澱粉,乳品類
1181,蘿蔔絲,蔬菜類
1182,味素,加工調理食品及其他類
1183,梅乾菜,加工調理食品及其他類
1184,薑末或薑泥,豆魚蛋肉類
1185,辣椒，去籽切碎,調味料及香辛料類
1186,無糖希臘優格,乳品類
1187,上白糖,調味料及香辛料類
1188,草莓泥,水果類
1189,新鮮草莓,水果類
1190,燕麥,全榖雜糧類
1191,花椒粉,調味料及香辛料類
1192,干絲,加工調理食品及其他類
1193,芹菜段,蔬菜類
1194,豌豆,豆魚蛋肉類
1195,胭脂梅,水果類
1196,高粱醋,調味料及香辛料類
1197,玫瑰紅茶,加工調理食品及其他類
1198,葵花油,油脂與堅果種子類
1199,乾燥玫瑰花,蔬菜類
1200,伯爵紅茶茶包,未分類
1201,胡椒鹽,加工調理食品及其他類
1202,生花生,調味料及香辛料類
1203,骰子豆干,加工調理食品及其他類
1204,萬用滷包,未分類
1205,芝麻香油,調味料及香辛料類
1206,吐司,全榖雜糧類
1207,四葉北海道鮮乳,調味料及香辛料類
1208,印尼撈麵,加工調理食品及其他類
1209,(調味)鮪魚罐頭,豆魚蛋肉類
1210,冷凍三色豆,加工調理食品及其他類
1211,辣椒醬(選用),調味料及香辛料類
1212,蕃茄醬(選用),調味料及香辛料類
1213,綜合起司碎,乳品類
1214,全聯鮭魚,調味料及香辛料類
1215,雙色菇,蔬菜類
1216,低筋面粉,全榖雜糧類
1217,常溫雞蛋,豆魚蛋肉類
1218,耐烤型巧克力豆,加工調理食品及其他類
1219,軟骨,豆魚蛋肉類
1220,脆筍,蔬菜類
1221,薄片白吐司,全榖雜糧類
1222,起士片,乳品類
1223,綠萵苣,蔬菜類
1224,沙茶醬,調味料及香辛料類
1225,避風塘蒜酥,調味料及香辛料類
1226,鵝油香蔥醬,調味料及香辛料類
1227,鵝油辣椒醬,調味料及香辛料類
1228,飲用水,未分類
1229,法國麵包粉,調味料及香辛料類
1230,烏龍茶包,未分類
1231,牛腱,豆魚蛋肉類
1232,鮭魚輪切,豆魚蛋肉類
1233,花菜,蔬菜類
1234,咖哩塊,調味料及香辛料類
1235,粗黑胡椒粒,調味料及香辛料類
1236,芝麻油及醬油,調味料及香辛料類
1237,小麥麵粉,全榖雜糧類
1238,速發酵母粉,調味料及香辛料類
1239,白玉豆乾,全榖雜糧類
1240,素雞,加工調理食品及其他類
1241,豆腐球,加工調理食品及其他類
1242,小雞翅,加工調理食品及其他類
1243,棒棒腿,豆魚蛋肉類
1244,黑豆桑厚黑金醬油,調味料及香辛料類
1245,可樂,加工調理食品及其他類
1246,小磨坊萬用滷包,調味料及香辛料類
1247,大顆牛蕃茄,蔬菜類
1248,小蕃茄切半,蔬菜類
1249,可可脂,水果類
1250,榛果可可奶油,油脂與堅果種子類
1251,筆管麵,加工調理食品及其他類
1252,起士粉,加工調理食品及其他類
1253,冷凍酪梨,加工調理食品及其他類
1254,家常嫩豆腐,加工調理食品及其他類
1255,蜂蜜(可用砂糖替代),糖類
1256,牛奶(可用橘子汁替代),水果類
1257,酵母粉,調味料及香辛料類
1258,橘皮丁,未分類
1259,土雞蛋,豆魚蛋肉類
1260,開水（放涼後）,未分類
1261,玉米（小罐）,全榖雜糧類
1262,玉米醬,加工調理食品及其他類
1263,市售高湯,豆魚蛋肉類
1264,花椰菜（可不加）,蔬菜類
1265,太白粉水（勾芡）,油脂與堅果種子類
1266,春捲皮,加工調理食品及其他類
1267,醋（水果醋）,加工調理食品及其他類
1268,6吋烤模,未分類
1269,豆漿或牛奶,加工調理食品及其他類
1270,黑芝麻粉,油脂與堅果種子類
1271,紅豆泥（可省略）,豆魚蛋肉類
1272,檸檬汁（可省略）,水果類
1273,雞小腿,蔬菜類
1274,鰹魚露,調味料及香辛料類
1275,珍珠糖,水果類
1276,鮮嫩雞胸,調味料及香辛料類
1277,甜椒黃,蔬菜類
1278,甜椒紅,蔬菜類
1279,大蒜粉,調味料及香辛料類
1280,乳酪粉,乳品類
1281,袖珍菇,蔬菜類
1282,韓式嫩豆腐,加工調理食品及其他類
1283,韓式粗辣椒粉,調味料及香辛料類
1284,好勁道家常麵條,加工調理食品及其他類
1285,節瓜,蔬菜類
1286,義式香料,未分類
1287,鱸魚,豆魚蛋肉類
1288,鮭魚塊（全聯）,豆魚蛋肉類
1289,冷凍酥皮,加工調理食品及其他類
1290,全蛋液,豆魚蛋肉類
1291,雞腿排,蔬菜類
1292,果醋,蔬菜類
1293,無添加醬油,調味料及香辛料類
1294,紅茶茶包,未分類
1295,A菜,蔬菜類
1296,甜菜根粉,加工調理食品及其他類
1297,紅豆餡,豆魚蛋肉類
1298,花生餡,油脂與堅果種子類
1299,紅蘿蔔絲（可省略）,加工調理食品及其他類
1300,鱸魚片,豆魚蛋肉類
1301,酸菜心,加工調理食品及其他類
1302,酸荀絲,蔬菜類
1303,蔓越莓,水果類
1304,南瓜泥,加工調理食品及其他類
1305,牛肋條,豆魚蛋肉類
1306,老薑,蔬菜類
1307,葱末或蔥段,蔬菜類
1308,去骨雞腿肉切塊(全聯),蔬菜類
1309,蜜紅豆,豆魚蛋肉類
1310,皇帝豆,加工調理食品及其他類
1311,醃筍,未分類
1312,羅勒,調味料及香辛料類
1313,法羅麥Faro（熟）,豆魚蛋肉類
1314,肉荳蔻Nutmeg,調味料及香辛料類
1315,帕瑪森起司Parmigiano,乳品類
1316,檸檬汁或白醋,水果類
1317,吐司麵包,全榖雜糧類
1318,三明治起司,加工調理食品及其他類
1319,現成義大利麵紅醬,調味料及香辛料類
1320,帕瑪森起司粉,加工調理食品及其他類
1321,義式臘腸（辣腸）,未分類
1322,奧勒岡香料粉,加工調理食品及其他類
1323,冷凍讚岐烏龍麵,加工調理食品及其他類
1324,冷凍花枝,加工調理食品及其他類
1325,甜豌豆,豆魚蛋肉類
1326,佛手瓜,蔬菜類
1327,醃漬梅,加工調理食品及其他類
1328,雞蛋🥚,豆魚蛋肉類
1329,金沙豆腐粉,加工調理食品及其他類
1330,義大利麵,調味料及香辛料類
1331,冷凍藍莓,蔬菜類
1332,冷凍草莓,水果類
1333,塩,未分類
1334,罐頭罐,加工調理食品及其他類
1335,桿麵棍,未分類
1336,切麵板,豆魚蛋肉類
1337,撒粉罐,未分類
1338,樹薯粉,全榖雜糧類
1339,溫水(30度左右),未分類
1340,果乾,水果類
1341,FISKARS不鏽鋼平底鍋,未分類
1342,韓國Neoflam炒鍋,未分類
1343,豬五花肉片（全聯）,豆魚蛋肉類
1344,年糕,調味料及香辛料類
1345,玉女番茄,蔬菜類
1346,中筋面粉,全榖雜糧類
1347,花枝,豆魚蛋肉類
1348,二節翅,豆魚蛋肉類
1349,火腿碎,加工調理食品及其他類
1350,甜醬油,調味料及香辛料類
1351,奧爾良醃料,加工調理食品及其他類
1352,棕櫚糖或糖,未分類
1353,木薯澱粉,全榖雜糧類
1354,乳酪絲,蔬菜類
1355,洋蔥大蒜鹽,蔬菜類
1356,蕎麥粉,全榖雜糧類
1357,樸活黑糖,調味料及香辛料類
1358,小蘇打粉,加工調理食品及其他類
1359,鹹鴨蛋,豆魚蛋肉類
1360,芝麻醬,調味料及香辛料類
1361,彩椒（紅/黃）,全榖雜糧類
1362,涼拌嫩豆腐,加工調理食品及其他類
1363,純糖粉,調味料及香辛料類
1364,仿土雞腿,豆魚蛋肉類
1365,薑片（6-8薄片）,未分類
1366,蒜頭（10來顆）,調味料及香辛料類
1367,橄欖油（可用香油、沙拉油）,調味料及香辛料類
1368,糯米椒,蔬菜類
1369,豆豉,加工調理食品及其他類
1370,鹹蛋,豆魚蛋肉類
1371,香蘭葉,未分類
1372,菜脯米,豆魚蛋肉類
1373,LECREUSET圓型波浪烤盤,未分類
1374,LECREUSET琺瑯鑄鐵圓鍋,未分類
1375,OXO好好握矽膠刮刀,未分類
1376,蒟蒻絲,全榖雜糧類
1377,梅花豬肉片,豆魚蛋肉類
1378,新鮮腐竹,全榖雜糧類
1379,金針菇（切段）,蔬菜類
1380,梅汁（或烏醋）,調味料及香辛料類
1381,即發酵母,調味料及香辛料類
1382,芝麻,油脂與堅果種子類
1383,梅花肉絲,豆魚蛋肉類
1384,虱目魚肚,豆魚蛋肉類
1385,烹大師鰹魚粉,調味料及香辛料類
1386,香草醬,調味料及香辛料類
1387,溫牛奶,水果類
1388,金目鱸魚排,豆魚蛋肉類
1389,雞腿肉丁,豆魚蛋肉類
1390,雞蛋一顆,豆魚蛋肉類
1391,煮熟的米飯,加工調理食品及其他類
1392,海苔碎,調味料及香辛料類
1393,熟芝麻,加工調理食品及其他類
1394,青豆,豆魚蛋肉類
1395,午餐肉,豆魚蛋肉類
1396,美乃滋/沙拉醬,調味料及香辛料類
1397,木棉豆腐,加工調理食品及其他類
1398,毛豆仁,豆魚蛋肉類
1399,甜玉米粒,全榖雜糧類
1400,石斑魚,豆魚蛋肉類
1401,熟黃豆粉,豆魚蛋肉類
1402,大雞腿,蔬菜類
1403,櫻花蝦,豆魚蛋肉類
1404,鮪魚,豆魚蛋肉類
1405,粘米粉/在來米粉,加工調理食品及其他類
1406,莫札瑞拉起司,乳品類
1407,熟皮蛋,豆魚蛋肉類
1408,朝天辣椒,蔬菜類
1409,蒜蓉辣椒,調味料及香辛料類
1410,料理酒,未分類
1411,辣椒（可删略）,調味料及香辛料類
1412,無糖豆漿(或現成豆奶),加工調理食品及其他類
1413,飛魚露,調味料及香辛料類
1414,大號雞蛋,豆魚蛋肉類
1415,蔥花、醬油、芝麻油,調味料及香辛料類
1416,芭樂(中),水果類
1417,龍鬚菜,蔬菜類
1418,二節雞翅,豆魚蛋肉類
1419,國姓紫蘇梅,蔬菜類
1420,鹽(調整用),乳品類
1421,棕櫚糖或二砂(調整用),糖類
1422,茄汁鯖魚罐頭,豆魚蛋肉類
1423,新鮮桑椹,水果類
1424,羊肉,豆魚蛋肉類
1425,蒜頭末,調味料及香辛料類
1426,咖啡牛奶,水果類
1427,檸檬巧克力,水果類
1428,鹽（總量）,未分類
1429,韓式芝麻油（總量）,油脂與堅果種子類
1430,熟飯,豆魚蛋肉類
1431,蒜頭/蓉,調味料及香辛料類
1432,少量的太白粉水,調味料及香辛料類
1433,大甲芋頭,全榖雜糧類
1434,蝦皮,豆魚蛋肉類
1435,椰奶(或其他植物奶),乳品類
1436,桂圓乾,未分類
1437,黃金版羅漢果糖/二砂,糖類
1438,楓糖漿,糖類
1439,枸杞（可有可無,蔬菜類
1440,鹽巴味精,調味料及香辛料類
1441,烹大師,未分類
1442,比薩起司,乳品類
1443,黃芥末醬,調味料及香辛料類
1444,義士香料,未分類
1445,青梅,水果類
1446,高梁醋600ml,調味料及香辛料類
1447,花椰菜切碎,蔬菜類
1448,小番茄切片,蔬菜類
1449,乳酪片,調味料及香辛料類
1450,鹽(可不加）,豆魚蛋肉類
1451,黑胡椒粒（隨喜）,調味料及香辛料類
1452,核桃碎,油脂與堅果種子類
1453,熟花生粒,調味料及香辛料類
1454,鹹豬肉,豆魚蛋肉類
1455,雞腿肉排,豆魚蛋肉類
1456,抹茶,加工調理食品及其他類
1457,紅豆泥,豆魚蛋肉類
1458,胡椒、七味粉,加工調理食品及其他類
1459,12兩土司模型,未分類
1460,12兩土司模型蓋子,未分類
1461,牛肉片,豆魚蛋肉類
1462,沙茶,調味料及香辛料類
1463,十三香,調味料及香辛料類
1464,祖傳密醬,調味料及香辛料類
1465,生腰果,油脂與堅果種子類
1466,電鍋,豆魚蛋肉類
1467,食物調理機,未分類
1468,五花肉條,豆魚蛋肉類
1469,去皮蕃茄罐頭,蔬菜類
1470,白腰豆罐頭,加工調理食品及其他類
1471,豬里肌,豆魚蛋肉類
1472,棉花糖,調味料及香辛料類
1473,鮮乳薄餅,加工調理食品及其他類
1474,凍乾草莓,水果類
1475,銀耳,蔬菜類
1476,糯米醋,調味料及香辛料類
1477,白芝麻粒,油脂與堅果種子類
1478,自製冰淇淋,加工調理食品及其他類
1479,花生糖,油脂與堅果種子類
1480,豬肋排,豆魚蛋肉類
1481,豬蹄膀帶皮肉,豆魚蛋肉類
1482,紅豆腐乳,豆魚蛋肉類
1483,蒜鹽,調味料及香辛料類
1484,韓式櫛瓜,蔬菜類
1485,椰奶或牛奶,水果類
1486,椰子油或奶油,油脂與堅果種子類
1487,紅豆沙餡,豆魚蛋肉類
1488,椰蓉,調味料及香辛料類
1489,紅䓤頭,蔬菜類
